word,wordtype,meaning
ನಯ,ಹೆಸರುಪದ,"ಶಾಸ್ತ್ರ ರಾಜನೀತಿ; (ದೇ) ೧ ನುಣುಪು, ಮೃದುತ್ವ ೨ ಅಂದ, ಸೊಗಸು ೩ ಸೌಮ್ಯತೆ ೪ ಪ್ರೀತಿ ೫ ನಾಜೂಕು, ಸೂಕ್ಷ್ಮತೆ ೬ ಕಾವ್ಯದಲ್ಲಿಯ ಒಂದು ಗುಣ; (ಸಂ) ೧ ಸುಕುಮಾರ ಗುಣ ೨ (ಸಂಗೀತದಲ್ಲಿ) ಮಾರ್ದವ ೩ ಒಯ್ಯುವಿಕೆ, ಮುಟ್ಟಿಸುವಿಕೆ ೪ ವಿವೇಕ ೫ ವಿನಯ, ಸೌಜನ್ಯ ೬ ಭಕ್ತಿ ೭ ನ್ಯಾಯ, ನೀತಿ ೮ ರಾಜನೀತಿ ೯ ಉಪಾಯ ೧೦ ಶಾಸ್ತ್ರ, ತತ್ವ"
ನಯನ,ಹೆಸರುಪದ,(ಸಂ) ೧ ಸಾಗಿಸುವುದು ೨ ಕಣ್ಣು ೩ ವಾಹನ ೪ ಎರಡು ಎಂಬ ಸಂಖ್ಯೆಯ ಸಂಕೇತ
ನರ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಮನುಷ್ಯ ೨ ಅರ್ಜುನ ೩ ಅವಯವಗಳಿಂದ ಸಂವೇದನೆಗಳನ್ನೂ, ಮೆದುಳಿನಿಂದ ಅವಯವಗಳಿಗೆ ಸೂಚನೆಗಳನ್ನು ಒಯ್ಯುವ - ತಂತು, ಸೆರೆ ೪ ತಂತಿ ೫ ಶಕ್ತಿ, ಸಾಮರ್ಥ್ಯ ೬ ಧೈರ್ಯ ೭ ಒಬ್ಬ ಋಷಿಯ ಹೆಸರು ೮ ಒಬ್ಬ ಮನುಷ್ಯನ ಎತ್ತರ"
ನರಕಯಾತನೆ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ನರಕದಲ್ಲಿ ಅನುಭವಿಸುವ ನೋವು ೨ ಅತಿಯಾದ ದುಃಖ, ನೋವು"
ನರಕು,ಎಸಕಪದ,"(ದೇ) ನರಳು, ಮುಲುಕು"
ನರಚಲು,ಹೆಸರುಪದ,"(ದೇ) ಸರಿಯಾದ ಬೆಳವಣಿಗೆ ಇಲ್ಲದುದು, ಪೀಚು"
ನರಟು,ಹೆಸರುಪದ,(ದೇ) ೧ ಪೀಚಾಗಿರುವಿಕೆ ೨ ಗೊಣಗಾಟ
ನರಟು,ಎಸಕಪದ,"(ದೇ) ಬೆಳವಣಿಗೆ ಹೊಂದದಿರು, ಪೀಚಾಗು"
ನರಡು,ಹೆಸರುಪದ,"(ದೇ) ೧ ಒರಟುತನ, ಹುಂಬತನ ೨ ದನ, ಕುರಿ ಮೊ.ವುಗಳಿಗೆ ಬರುವ ಒಂದು ಬಗೆಯ ಅಂಟುರೋಗ"
ನರಪಿಳ್ಳೆ,ಹೆಸರುಪದ,"೧ ಚಿಕ್ಕ ಹುಡುಗ ೨ ಸಾಧಾರಣ ವ್ಯಕ್ತಿ, ಸಾಮಾನ್ಯ ಮನುಷ್ಯ"
ನರಬಲಿ,ಹೆಸರುಪದ,"ಭೂತ, ಪ್ರೇತ ಯಾ ದೇವತೆಗಳ ಪ್ರೀತ್ಯರ್ಥವಾಗಿ ಕೊಡುವ ಮನುಷ್ಯನ ಬಲಿ"
ನರಮೇಧ,ಹೆಸರುಪದ,೧ ಮನುಷ್ಯರನ್ನು ಬಲಿ ಕೊಡುವ ಯಜ್ಞ ೨ (ಹಿಂದೆ ಮುಂದೆ ನೋಡದೆ) ಮನುಷ್ಯರನ್ನು ಕೊಲ್ಲುವುದು
ನರಮ್,ಪರಿಚೆಪದ,"(<ಪಾರ. ನರ್ಮ್ / ಹಿಂ. ನರಮ್) ಕೋಪ ಇತ್ಯಾದಿ ಆವೇಶ ಇಳಿದ, ತಣ್ಣಗಾದ"
ನರಲು(ಳು),ಹೆಸರುಪದ,"(ದೇ) ಸಂಕಟದ ಧ್ವನಿ, ನರಳಾಟ"
ನರಲು(ಳು),ಎಸಕಪದ,"(ದೇ) ೧ ನರಲು ೨ ಪರಿತಪಿಸು, ಸಂಕಟಪಡು"
ನರವ್ಯೂಹ,ಹೆಸರುಪದ,"ದೇಹದೊಳಗಿನ ನರಗಳ ರಚನೆ, ನರ ಮಂಡಲ"
ನರೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಬೆಳ್ಳಗಾದ ಕೂದಲು, ಬಿಳಿಕೂದಲು ೨ ಮುಪ್ಪು, ವಾರ್ಧಕ್ಯ"
ನರೆ,ಎಸಕಪದ,"(ದೇ) ೧ ಕೂದಲು ಬೆಳ್ಳಗಾಗು ೨ ಮುಪ್ಪಾಗು, ವೃದ್ಧಾಪ್ಯ ಹೊಂದು"
ನರ್ತನ,ಹೆಸರುಪದ,"(ಸಂ) ಕುಣಿತ, ನೃತ್ಯ, ನಾಟ್ಯ"
ನರ್ಮ,ಹೆಸರುಪದ,"(<ಸಂ. ನರ್ಮನ್) ೧ ಆಟ, ಕ್ರೀಡೆ ೨ ವಿನೋದ, ಪರಿಹಾಸ್ಯ ೩ ಚೆಲುವು, ಸೊಗಸು ೪ ಸಂತೋಷ, ಉಲ್ಲಾಸ ೫ ದುರ್ಬಲತೆ, ನಿಶ್ಯಕ್ತಿ"
ನಲ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಒಂದು ಬಗೆಯ ಜೊಂಡು ಹುಲ್ಲು, ಪೊಳ್ಳಾದ ಬಿದಿರು ೨ ಕಂಪು, ವಾಸನೆ ೩ ಅರ ವತ್ತು ಸಂವತ್ಸರಗಳಲ್ಲಿ ಒಂದು ೪ ನಲಿವು, ಸಂತೋಷ ೫ ಪ್ರೀತಿ, ಮಮತೆ ೬ ನಿಷಧ ದೇಶದ ರಾಜನ ಹೆಸರು"
ನಲವರಕೆ,ಪರಿಚೆಪದ,ಪ್ರೀತಿಯಿಂದ ಮಾಡಿದ ಆಶೀರ್ವಾದ
ನಲಿ,ಹೆಸರುಪದ,(ದೇ) ಒಂದು ಬಗೆಯ ಸುಗಂಧ ದ್ರವ್ಯ
ನಲಿ,ಎಸಕಪದ,"(ದೇ) ೧ ಸಂತೋಷಪಡು, ಆನಂದಿಸು ೨ ಕುಣಿ, ನೃತ್ಯ ಮಾಡು ೩ ಮೆಚ್ಚು, ಇಷ್ಟಪಡು ೪ ತೂಗು, ಅಲ್ಲಾಡು"
ನಲಿ(ಳಿ)ನಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ತಾವರೆ, ಕಮಲ ೨ ತಾವರೆ ಗಳಿಂದ ತುಂಬಿರುವ ಕೊಳ"
ನಲುಗು,ಹೆಸರುಪದ,"(ದೇ) ಕಂಪನ, ಪಲುಕು"
ನಲುಗು,ಎಸಕಪದ,"(ದೇ) ೧ ಸುಕ್ಕು ಸುಕ್ಕಾಗು, ಮುದುರು ೨ ಕೊರಗು, ಸೊರಗು ೩ ಅಲ್ಲಾಡು, ಅಲುಗು ೪ ಒಯ್ಯಾರ ಮಾಡು, ಬಳುಕು"
ನಲ್,ಪರಿಚೆಪದ,"(ದೇ) ೧ ಒಳ್ಳೆಯ, ಉತ್ತಮವಾದ ೨ ಅಂದವಾದ, ಸುಂದರವಾದ ೩ ಪ್ರಿಯವಾದ, ಪ್ರೀತಿಯ ೪ ಸವಿಯಾದ, ಮಧುರವಾದ ೫ ಹರಿತವಾದ, ತೀಕ್ಷ್ಣವಾದ ೬ ಅತಿಶಯವಾದ, ಹೆಚ್ಚಾದ"
ನಲ್ಮೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಪ್ರೀತಿ, ಅನುರಾಗ ೨ ಸ್ನೇಹ ೩ ಅನುಗ್ರಹ, ಕೃಪೆ ೪ ಕ್ಷೇಮ, ಒಳಿತು"
ನಲ್ಲ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಪ್ರಿಯ, ಇನಿಯ ೨ ಗಂಡ, ಪತಿ ೩ ಒಡೆಯ, ಯಜಮಾನ"
ನಲ್ಲ,ಪರಿಚೆಪದ,"(ದೇ) ೧ ಒಳ್ಳೆಯ, ಉತ್ತಮವಾದ ೨ ಅಂದವಾದ, ಸುಂದರವಾದ ೩ ಶುಭಕರವಾದ"
ನಲ್ಲೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಪ್ರಿಯೆ, ಪ್ರೇಯಸಿ ೨ ಹೆಂಡತಿ, ಪತ್ನಿ"
ನಳ,ಹೆಸರುಪದ,"(<ಮರಾ. ನಳ) ೧ ನಾಳ, ಕೊಳವೆ ೨ ನಲ್ಲಿ, ಕೊಳಾಯಿ; (<ಸಂ. ನಲ) ೧ ನಿಷದ ದೇಶದ ರಾಜ, ದಮಯಂತಿಯ ಗಂಡ ೨ ಅರವತ್ತು ಸಂವತ್ಸರಗಳಲ್ಲಿ ಐವತ್ತನೆಯದು ೩ ಒಂದು ಬಗೆಯ ಮೀನು"
ನಳನಳಿಸು,ಎಸಕಪದ,"(ದೇ) ೧ ಕೋಮಲವಾಗಿರು, ಮೃದುವಾಗಿರು ೨ ಕಾಂತಿಯುಕ್ತವಾಗಿರು, ಪ್ರಕಾಶಮಾನವಾಗು ೩ ಸುಂದರವಾಗು, ಚೆಲುವಾಗು ೪ ಸೊಗ ಸಾಗು, ರುಚಿಕರವಾಗು"
ನಳಪಾಕ,ಹೆಸರುಪದ,ಅತ್ಯಂತ ರುಚಿಕರವಾದ ಅಡುಗೆ
ನಳಿ,ಎಸಕಪದ,"(ದೇ) ೧ ಬಾಗು, ಬಗ್ಗು ೨ ಬಳುಕು, ತೊನೆದಾಡು"
ನಳಿಕೆ,ಹೆಸರುಪದ,"(<ಸಂ. ನಲಿಕಾ) ಕೊಳವೆ, ನಾಳ"
ನಳಿಗೆ,ಹೆಸರುಪದ,"(ನಳಿಕೆ) ೧ ನಳಿಕೆ ೨ ಬೊಂಬಿನಿಂದ ತಯಾರಿಸಿದ ಪಾತ್ರೆಯಂಥ ಸಾಧನ, ಅಂಡೆ"
ನಳ್ಳಿ,ಹೆಸರುಪದ,"(ದೇ) ಏಡಿ, ಎಸಡು"
ನವ,ಹೆಸರುಪದ,"(ಸಂ) ಒಂದು ಸಂಖ್ಯೆ, ಒಂಬತ್ತು"
ನವ,ಪರಿಚೆಪದ,"(ಸಂ) ಹೊಸತಾದ, ನವೀನವಾದ"
ನವದ್ವಾರ,ಹೆಸರುಪದ,"ಕಣ್ಣುಗಳು, ಕಿವಿಗಳು, ಮೂಗಿನ ಹೊಳ್ಳೆಗಳು, ಬಾಯಿ, ಮೂತ್ರದ್ವಾರ ಮತ್ತು ಗುದ ದ್ವಾರ ಎಂಬ ದೇಹದ ಒಂಬತ್ತು ದ್ವಾರಗಳು"
ನವಧಾನ್ಯ,ಪರಿಚೆಪದ,"ಗೋದಿ, ಬತ್ತ, ಉದ್ದು, ಹೆಸರು, ಕಡಲೆ, ತೊಗರಿ, ಹುರುಳಿ, ಅವರೆ ಮತ್ತು ಎಳ್ಳು ಎಂಬ ಎಂಬತ್ತು ಬಗೆಯೆ ಧಾನ್ಯಗಳು"
ನವನಿಧಿ,ಹೆಸರುಪದ,"೧ ಪದ್ಮ, ಮಹಾಪದ್ಮ, ಶಂಖ, ಮಕರ, ಕಚ್ಛಪ, ಮುಕುಂದ, ಕುಂದ, ನೀಲ ಮತ್ತು ಖರ್ವವೆಂಬ ಕುಬೇರನ ಒಂಬತ್ತು ನಿಧಿಗಳು ೨ ಒಂಬತ್ತು ಎಂಬ ಸಂಖ್ಯೆಯ ಸಂಕೇತ"
ನವನೀತ,ಹೆಸರುಪದ,(ಸಂ) ಕೆನೆ ಕಡೆದು ಹೊಸದಾಗಿ ತೆಗೆದ ಬೆಣ್ಣೆ
ನವರತ್ನ,ಪರಿಚೆಪದ,"ವಜ್ರ, ವೈಡೂರ್ಯ, ಗೋಮೇದಕ, ಪುಷ್ಯರಾಗ, ನೀಲ, ಮರಕತ, ಮಾಣಿಕ್ಯ, ಹವಳ ಮತ್ತು ಮುತ್ತು ಎಂಬ ಒಂಬತ್ತು ಮಣಿಗಳು"
ನವರಸ,ಹೆಸರುಪದ,"ಶೃಂಗಾರ, ಹಾಸ್ಯ, ಕರುಣ, ರೌದ್ರ, ವೀರ, ಭಯಾನಕ, ಭೀಭತ್ಸ, ಅದ್ಭುತ ಮತ್ತು ಶಾಂತ ಎಂಬ ಒಂಬತ್ತು ರಸಗಳು"
ನವಸಾಗರ,ಹೆಸರುಪದ,(<ಅರ. ನವಸಾದರ) ಪಾತ್ರೆಗಳಿಗೆ ಕಲಾಯಿ ಹಾಕುವಾಗ ಬಳಸುವ ಒಂದು ಬಗೆಯ ಕ್ಷಾರ ಪದಾರ್ಥ
ನವಾಬ,ಹೆಸರುಪದ,"(<ಅರ. ನವ್ವಾಬ್) ೧ ಮುಸಲ್ಮಾನ ದೊರೆ ೨ ದೊಡ್ಡ ಶ್ರೀಮಂತ, ಅತ್ಯಂತ ಧನಿಕ ನವಾಯಿ (<ಪಾರ. ನೌಅಈನ್ / ಮರಾ. ನವಾಈ,"
ನವಾರ,ಹೆಸರುಪದ,"(<ಪಾರ. ನವಾರ್) ೧ ಮಂಚಕ್ಕೆ ಹೆಣೆಯುವ ಅಗಲವಾದ ದಪ್ಪನೆಯ ನೂಲಿನ ಪಟ್ಟಿ ೨ (ನಂದೀಧ್ವಜವನ್ನು ಹಿಡಿದುಕೊಳ್ಳುವವರು) ನಡುವಿಗೆ ಕಟ್ಟುವ ಪಟ್ಟಿ, ಲಾಡಿ"
ನವಿ(ವು)ರು,ಹೆಸರುಪದ,"(ದೇ. ತೆಲು) ೧ ಮೃದುವಾದುದು, ನಾಜೂಕಾದುದು ೨ ತೆಳುವಾದುದು"
ನವಿರು,ಹೆಸರುಪದ,"(ದೇ) ಕೂದಲು, ಕೇಶ"
ನವೀಕರಣ,ಹೆಸರುಪದ,"(ಸಂ) (ಹಳೆಯದನ್ನು) ಹೊಸತು ಮಾಡುವುದು, ಹೊಸ ಸತ್ವವನ್ನು ತುಂಬುವುದು"
ನವೀನ,ಹೆಸರುಪದ,"(<ಸಂ. ನವ) ಹೊಸತು, ಈಚಿನದು"
ನವೀನ,ಪರಿಚೆಪದ,"(<ಸಂ. ನವ) ಹೊಸದಾದ, ನೂತನವಾದ"
ನವೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ತುರಿಕೆ, ಕೆರೆತ ೨ ಚಪಲ, ತವಕ"
ನವೆ,ಎಸಕಪದ,"(ದೇ) ೧ ದುಃಖಿಸು, ಕೊರಗು ೨ ಕೃಶವಾಗು, ಬಡವಾಗು ೩ ಕ್ಷಯಿಸು, ನಾಶವಾಗು"
ನವೋದಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಉದಯದ ಹೊಸತು, ಪ್ರಾರಂಭ ೨ ಭಾರತೀಯ ಬದುಕಿನಲ್ಲಾದ ಉತ್ಕ್ರಾಂತಿಯ ಪರಿಣಾಮವಾಗಿ ಸಾಹಿತ್ಯದಲ್ಲಿ ಉಂಟಾದ ಹೊಸತನದ ಆವಿರ್ಭಾವ, ಹೊಸ ವಿಚಾರಗಳ ಕ್ರಾಂತಿ"
ನವ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಹೊಸತನ, ನವೀನತೆ ೨ ಆಧು ನಿಕವಾದುದು, ಪಾಶ್ಚಾತ್ಯರ ಸಾಹಿತ್ಯದಲ್ಲಿ ಉಂಟಾದ ಕ್ರಾಂತಿಯ ಪರಿಣಾಮವಾಗಿ ಕನ್ನಡದ ನವೋದಯಕ್ಕೆ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿ ಬಂದ ಸಾಹಿತ್ಯ ರಚನೆ"
ನವ್ಯ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಹೊಸತಾದ, ನವೀನವಾದ ೨ ಇತ್ತೀಚಿನ, ಆಧುನಿಕ"
ನವ್ಯಕಾವ್ಯ,ಹೆಸರುಪದ,೧ ಹೊಸಕಾವ್ಯ ೨ ಹೊಸಬಗೆಯ ಕವಿತೆ
ನಶಿಸು,ಎಸಕಪದ,"(<ಸಂ. ನಶ್ + ಇಸು) ೧ ಅಳಿ, ನಾಶವಾಗು ೨ ಕೆಡು, ಹಾಳಾಗು"
ನಶೆ,ಹೆಸರುಪದ,"(<ಅರ. ನಶಾ) ಮಾದಕ ದ್ರವ್ಯಗಳ ಸೇವನೆಯಿಂದಾಗುವ - ಸೊಕ್ಕು, ಮತ್ತು, ಅಮಲು"
ನಶ್ವರ,ಹೆಸರುಪದ,"(ಸಂ) ನಾಶವಾಗತಕ್ಕದ್ದು, ಕ್ಷಣಿಕವಾದುದು"
ನಷ್ಟ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಹಾನಿ, ಕೆಡುಕು ೨ ಲಾಭವಿಲ್ಲದುದು, ಲುಕ್ಸಾನು"
ನಷ್ಟ,ಪರಿಚೆಪದ,"(ಸಂ) ೧ ಹಾಳಾದ, ನಾಶವಾದ ೨ ಇಲ್ಲವಾದ, ಮರೆಯಾದ"
ನಸರಾಣಿ,ಹೆಸರುಪದ,"(<ಅರ. ನಸ್ರಾನಿ) ಅಲ್ಪ, ತುಚ್ಛ"
ನಸರಿ,ಹೆಸರುಪದ,(<ಹಿಂ. ನಸರೀ) ೧ ಜೇನುಹುಳು ೨ ಉತ್ತಮ ಜಾತಿಯ ಜೇನು ತುಪ್ಪ
ನಸಿ,ಎಸಕಪದ,"(ದೇ) ೧ ಹಾಳಾಗು, ನಾಶವಾಗು ೨ ಸೊರಗು, ಕೃಶವಾಗು ೩ ಮೂರ್ಛೆಹೊಂದು, ನಿಶ್ಚೇಷ್ಟಿತವಾಗು ೪ (ಭಾರದಿಂದ) ಕುಗ್ಗು, ಕುಸಿ ೫ ಕಂಗೆಡು, ದಿಕ್ಕು ತೋಚದಂತಾಗು ೬ ಕಳೆ, ಮುಗಿ"
ನಸೀಬು,ಹೆಸರುಪದ,"(<ಅರ. ನಶೀಬ್) ಹಣೆಬರಹ, ಅದೃಷ್ಟ"
ನಸು,ಪರಿಚೆಪದ,"(ದೇ) ೧ ಕೊಂಚ, ಸ್ವಲ್ಪ ೨ ಮಂದಹಾಸ ೩ ಚಿಕ್ಕದಾದ"
ನಸು,ಅವ್ಯಯ,"(ದೇ) ಸ್ವಲ್ಪವಾಗಿ, ಕೊಂಚವೇ"
ನಸುಕು,ಹೆಸರುಪದ,"(ದೇ) ಬೆಳಗಿನ ಜಾವ, ಮುಂಜಾನೆ"
ನಸುಕು,ಎಸಕಪದ,"(ದೇ) ಜಜ್ಜು, ಹಿಸುಕು"
ನಸುಗುನ್ನಿ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಮೈಗೆ ತಾಗಿದರೆ ನವೆಯನ್ನುಂಟುಮಾಡುವ ಒಂದು ಬಗೆಯ ಗಿಡ, ತುರುಚೆ ೨ ಕೀಟಲೆ ಸ್ವಭಾವದ ವ್ಯಕ್ತಿ"
ನಸೆ,ಹೆಸರುಪದ,"(ದೇ) ಕಾಮವಿಕಾರ, ಬೆದೆ, ತೀಟೆ"
ನಸ್ಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಮೂಗಿಗೆ ಸಂಬಂಧಿಸಿದುದು ೨ ಮೂಗಿನಿಂದ ಸೇವಿಸುವಿಕೆ, ಮೂಗಿಗೇರಿಸುವಿಕೆ ೩ ನಾಸೀ ಪುಡಿ, ತಂಬಾಕು ಪುಡಿ"
ನಾಂಟು,ಎಸಕಪದ,"(<ದೇ. ನಾಟು) ೧ ಒಳಹೋಗು, ಒಳಕ್ಕೆ ಚುಚ್ಚಿಕೊಳ್ಳು ೨ ಸೇರು, ಸಂಪರ್ಕ ಹೊಂದು ೩ (ಗಿಡ ಮೊ.ವನ್ನು) ನೆಡು, ನಾಟು"
ನಾಂದಿ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಮಂಗಳಕಾರ್ಯದಲ್ಲಿ ಪ್ರಾರಂಭದಲ್ಲಿ ಮಾಡುವ ಪ್ರಾರ್ಥನೆ ೨ ನಾಟಕ, ಕಾವ್ಯ ಮೊ.ವುಗಳ ಪ್ರಾರಂಭದಲ್ಲಿ ಬರುವ ಮಂಗಳ ಪದ್ಯ (ಶುಭಕಾರ್ಯದ) ಆರಂಭ, ಮೊದಲು"
ನಾಂದು,ಎಸಕಪದ,"(ದೇ) ೧ ಒದ್ದೆ ಮಾಡು, ತೋಯಿಸು, ನೆನೆಸು ೨ ಒದ್ದೆಯಾಗು, ತೋಯು, ನೆನೆ ೩ ಕರಗು, ನೀರಾಗು ೪ ಆರ್ದ್ರಗೊಳಿಸು, ಮೃದುಗೊಳಿಸು"
ನಾಂಬ,ಹೆಸರುಪದ,"(ದೇ) ಆಲಸ, ಸೋಮಾರಿ"
ನಾಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ದೇವತೆಗಳ ವಾಸಸ್ಥಾನ, ಸ್ವರ್ಗ ೨ ಆಕಾಶ, ಮುಗಿಲು"
ನಾಗ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ನಾಗರಹಾವು ೨ ಸರ್ಪ, ಹಾವು ೩ ಕಶ್ಯಪನ ಪತ್ನಿಯಾದ ಕದ್ರು ಎಂಬುವಳಲ್ಲಿ ಜನಿಸಿದ ಪುರಾಣೋಕ್ತವಾದ ಒಂದು ದೇವ ಸಂತತಿ ೪ ಆನೆ, ಗಜ ೫ ಮುಖಂಡ, ಮುಂದಾಳು ೬ ಮೋಡ, ಮೇಘ ೭ ಒಂದು ಲೋಹ, ಸೀಸ; ಪ್ರತಿಷ್ಠೆ ನಾಗಪೂಜೆಯನ್ನು ಮಾಡುವ ಶ್ರಾವಣಮಾಸದ ಶುಕ್ಲಪಕ್ಷದ ಚತುರ್ಥಿ, ಒಂದು ಹಬ್ಬ"
ನಾಗಂದಿಗೆ,ಹೆಸರುಪದ,"(<ಸಂ. ನಾಗದಂತಕ) ಸಾಮಾನುಗಳನ್ನು ಇಡಲು ಗೋಡೆಗಳಿಗೆ ಎತ್ತರದಲ್ಲಿ ಜೋಡಿಸಿರುವ ಮರದ ಹಲಗೆ, ಬಡು"
ನಾಗಮುರಿ,ಹೆಸರುಪದ,"ತೋಳಿನಲ್ಲಿ ಧರಿಸುವ ಹಾವಿ ನಾಕಾರದ ಒಂದು ಆಭರಣ, ತೋಳುಬಂದಿ"
ನಾಗರ,ಹೆಸರುಪದ,(ಸಂ) ೧ ನಾಗರಹಾವು ೨ ಹೆಂಗಸರು ತಲೆಯಲ್ಲಿ ಧರಿಸಿಕೊಳ್ಳುವ ನಾಗರಮೂರ್ತಿ ಇರುವ ಒಂದು ಬಗೆಯ ಆಭರಣ ೩ ಶುಂಠಿ ೪ ದೇವನಾಗರಿ ಲಿಪಿ ೫ ವಾಸ್ತುಶಿಲ್ಪದ ಒಂದು ವಿಧಾನ
ನಾಗರ,ಪರಿಚೆಪದ,(ಸಂ) ನಗರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ
ನಾಗರಿಕ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಪಟ್ಟಣದಲ್ಲಿರುವವನು, ಪಟ್ಟಣದಲ್ಲಿ ವಾಸಿಸುವವನು, ಪಟ್ಟಣಿಗ ೨ ಸಭ್ಯ, ಸುಸಂಸ್ಕೃತ"
ನಾಗರಿಕತೆ,ಹೆಸರುಪದ,"(<ಸಂ. ನಾಗರಿಕ) ನಗರವಾಸಿಗಳಲ್ಲಿರುವ - ಸಭ್ಯತೆ, ಸಭ್ಯತನ"
ನಾಗವಲಿ,ಹೆಸರುಪದ,"(<ಸಂ. ನಾಕಬಲಿ) ಮದುವೆಯಲ್ಲಿ ಮಾಡುವ ಕೊನೆಯ ಒಂದು ಸಾಂಪ್ರದಾಯಿಕ ವಿಧಿ, ವಿವಾಹದ ಮುಕ್ತಾಯದ ಶಾಸ್ತ್ರ, ನಾಗೋಲಿ ನಾಗಾಲೋಟ (<ದೇ. ನಾಲ್ಕು + ಕಾಲು + ಓಟ); (<ಸಂ. ನಾಕಬಲಿ) ೧ ಕುದುರೆ, ಜಿಂಕೆ ಮೊ. ಪ್ರಾಣಿಗಳ ಅತಿ ವೇಗವಾದ ಓಟ; ನೆಲವನ್ನು ಮುಟ್ಟಿಯೂ ಮುಟ್ಟದಂತೆ ಬಹಳ ರಭಸದಿಂದ ಓಡುವುದು ೨ ವೇಗ, ರಭಸ, ತೀವ್ರತೆ"
ನಾಗವಲ್ಲಿ(ಳ್ಳಿ),ಹೆಸರುಪದ,ವೀಳೆಯದೆಲೆ ಮತ್ತು ಅದರ ಬಳ್ಳಿ
ನಾಗೇಶಿ,ಹೆಸರುಪದ,(<ಮರಾ. ನಾಗೇಶವಳ) ಗಂಡಸಿಗಿಂತ (ಪುರುಷ) ಹೆಂಗಸೇ (ಪ್ರಕೃತಿ) ಹೆಚ್ಚೆಂದು ಲಾವಣಿ ಕಟ್ಟಿ ಹಾಡುವ ಪಂಗಡ
ನಾಚಿಕೆ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಲಜ್ಜೆ, ಸಿಗ್ಗು ೨ ಅವಮಾನ"
ನಾಚಿಕೆಗೇಡು,ಹೆಸರುಪದ,"ನಾಚಿಕೆಯಿಲ್ಲದಿರುವುದು, ನಿರ್ಲಜ್ಜೆ"
ನಾಚು,ಹೆಸರುಪದ,"೨ (<ಹಿಂ. ನಾಚ್ / ಸಂ. ನೃತ್ಯ) ೧ ಆಂಗಿಕಾಭಿನಯ, ನೃತ್ಯ ೨ ತಾಳಲಯ ಬದ್ಧವಾದ ಕುಣಿತ, ನೃತ್ಯ"
ನಾಚು,ಎಸಕಪದ,"೧ (ದೇ) ೧ ನಾಚಿಕೆಪಡು, ಸಿಗ್ಗಾಗು ೨ ಅವ ಮಾನ ಹೊಂದು"
ನಾಜೂಕು,ಹೆಸರುಪದ,"(<ಪಾರ. ನಾಜೂಕ್) ೧ ಕೋಮಲವಾದುದು, ನಯವಾದುದು ೨ ಅಚ್ಚುಕಟ್ಟು, ಒಪ್ಪ, ಓರಣ ೩ ಥಳುಕು, ಬೆಡಗು ೪ ಸರಳವಲ್ಲದುದು, ತೊಡಕುಳ್ಳುದು ೫ ಸೂಕ್ಷ್ಮವಾದುದು ೬ ಕಠಿಣವಾದುದು"
ನಾಟ,ಹೆಸರುಪದ,"(ದೇ) ೧ ಮರದ - ದಿಮ್ಮಿ, ತೊಲೆ; (ಸಂ) ಸಂಗೀತದಲ್ಲಿ ಒಂದು ರಾಗದ ಹೆಸರು"
ನಾಟಕ,ಹೆಸರುಪದ,"(<ಸಂ. ನಾಟಿಕಾ) ೧ ಅಭಿನಯ ಪ್ರಧಾನವಾದ ದೃಶ್ಯ ಪ್ರಬಂಧ, ರೂಪಕ ೨ ದೃಶ್ಯ ಕಾವ್ಯ, ದಶರೂಪಕಗಳಲ್ಲಿ ಮೊದಲನೆಯದು ೩ ನಾಟ್ಯ, ನೃತ್ಯ ೪ ನಟನೆ, ಲೀಲೆ ೫ ತೋರಿಕೆಯ ವರ್ತನೆ, ಬೂಟಾಟಿಕೆ"
ನಾಟಕೀಯ,ಹೆಸರುಪದ,"(ಸಂ) ೧ ಅಭಿನಯಪೂರ್ವಕವಾದುದು, ನಟನೆಯಿಂದ ಕೂಡಿದುದು ೨ ನಾಟಕದ ಸ್ವರೂಪವುಳ್ಳದು"
